Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  ALK_Negative,0.033540373,0.397058824,0.72,54,136,75,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.02173913,0.318181818,0.760869565,35,110,46,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.068322981,0.44,0.714285714,110,250,154,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Nivolumab   ,?a  hasBiomarker  ALK_Negative,0.022360248,0.52173913,0.72,36,69,50,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.064596273,0.325,0.707482993,104,320,147,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.026708075,0.796296296,0.796296296,43,54,54,?a
?a  hasBiomarker  RET_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.016149068,1,1,26,26,26,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.085093168,0.878205128,0.878205128,137,156,156,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ALK_Negative,0.033540373,0.362416107,0.683544304,54,149,79,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.350877193,0.833333333,20,57,24,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.313432836,0.84,21,67,25,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.028571429,0.534883721,0.766666667,46,86,60,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.032298137,0.945454545,0.945454545,52,55,55,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.061490683,0.99,0.99,99,100,100,?a
?a  hasAgeCategory  Old  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.055279503,0.273846154,0.767241379,89,325,116,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.020496894,0.34375,0.868421053,33,96,38,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.019254658,0.260504202,0.794871795,31,119,39,?a
?a  hasGender  Female  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  ALK_Negative,0.031055901,0.354609929,0.793650794,50,141,63,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.2,0.827586207,24,120,29,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.022981366,0.366336634,0.948717949,37,101,39,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.6,0.807692308,21,35,26,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.014285714,0.676470588,0.884615385,23,34,26,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.038509317,0.681318681,0.849315068,62,91,73,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ALK_Negative,0.026708075,0.377192982,0.767857143,43,114,56,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.042857143,0.259398496,0.766666667,69,266,90,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.013664596,1,1,22,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.027950311,0.272727273,0.775862069,45,165,58,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ALK_Negative,0.013664596,0.360655738,0.814814815,22,61,27,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ALK_Negative,0.031677019,0.411290323,0.80952381,51,124,63,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  PDL1_Negative   ,?a  hasBiomarker  ALK_Negative,0.01242236,1,1,20,20,20,?a
?a  hasBiomarker  PDL1_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.038509317,0.984126984,0.984126984,62,63,63,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  PDL1_Negative   ,?a  hasBiomarker  ALK_Negative,0.040372671,0.984848485,0.984848485,65,66,66,?a
?a  hasBiomarker  PDL1_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.827586207,0.827586207,24,29,29,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  PDL1_Negative   ,?a  hasBiomarker  ALK_Negative,0.018012422,0.805555556,0.805555556,29,36,36,?a
?a  hasBiomarker  PDL1_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.011801242,0.76,0.76,19,25,25,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Osimertinib   ,?a  hasBiomarker  ALK_Negative,0.011180124,0.461538462,0.461538462,18,39,39,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.022981366,0.973684211,0.973684211,37,38,38,?a
?a  hasBiomarker  PDL1_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.909090909,0.909090909,20,22,22,?a
?a  hasBiomarker  RET_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.010559006,1,1,17,17,17,?a
?a  hasBiomarker  RET_Negative  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasBiomarker  ALK_Negative,0.011180124,1,1,18,18,18,?a
?a  hasBiomarker  PDL1_Negative  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.75,0.75,24,32,32,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ALK_Negative,0.010559006,0.894736842,0.894736842,17,19,19,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  RET_Negative   ,?a  hasBiomarker  ALK_Negative,0.029813665,1,1,48,48,48,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  RET_Negative   ,?a  hasBiomarker  ALK_Negative,0.029813665,1,1,48,48,48,?a
?a  hasBiomarker  RET_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.031677019,1,1,51,51,51,?a
?a  hasBiomarker  RET_Negative  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.021118012,1,1,34,34,34,?a
?a  hasBiomarker  RET_Negative  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.013043478,1,1,21,21,21,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.025465839,0.788461538,0.788461538,41,52,52,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ALK_Negative,0.014285714,1,1,23,23,23,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.75,0.75,21,28,28,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.029192547,0.770491803,0.770491803,47,61,61,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.030434783,0.753846154,0.753846154,49,65,65,?a
?a  hasBiomarker  RET_Negative  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  ALK_Negative,0.019875776,1,1,32,32,32,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ALK_Negative,0.058385093,0.895238095,0.895238095,94,105,105,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasGender  Female   ,?a  hasBiomarker  ALK_Negative,0.027329193,0.785714286,0.785714286,44,56,56,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  ALK_Negative,0.022360248,0.857142857,0.857142857,36,42,42,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.023602484,0.904761905,0.904761905,38,42,42,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.724137931,0.724137931,21,29,29,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.01552795,0.961538462,0.961538462,25,26,26,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.013664596,0.814814815,0.814814815,22,27,27,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.727272727,0.727272727,24,33,33,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.022360248,0.923076923,0.923076923,36,39,39,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.031055901,0.724637681,0.724637681,50,69,69,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  ALK_Negative,0.064596273,0.928571429,0.928571429,104,112,112,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.067701863,0.96460177,0.96460177,109,113,113,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  ALK_Negative,0.011180124,0.947368421,0.947368421,18,19,19,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasGender  Female   ,?a  hasBiomarker  ALK_Negative,0.016770186,0.964285714,0.964285714,27,28,28,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  ALK_Negative,0.019875776,0.96969697,0.96969697,32,33,33,?a
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.022360248,0.947368421,0.947368421,36,38,38,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  ALK_Negative,0.037888199,0.726190476,0.726190476,61,84,84,?a
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.02484472,0.952380952,0.952380952,40,42,42,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.011180124,1,1,18,18,18,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.031055901,0.961538462,0.961538462,50,52,52,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  ALK_Negative,0.035403727,0.93442623,0.93442623,57,61,61,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IIIB   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.96,0.96,24,25,25,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVA   ,?a  hasBiomarker  ALK_Negative,0.02484472,0.930232558,0.930232558,40,43,43,?a
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.952380952,0.952380952,20,21,21,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.035403727,0.95,0.95,57,60,60,?a
?a  hasAgeCategory  Old  ?a  hasStage  IVA   ,?a  hasBiomarker  ALK_Negative,0.02173913,0.546875,0.714285714,35,64,49,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.017391304,0.965517241,0.965517241,28,29,29,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.040372671,0.970149254,0.970149254,65,67,67,?a
?a  hasGender  Male  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.026086957,0.567567568,0.777777778,42,74,54,?a
?a  hasStage  IVA  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.807692308,0.875,21,26,24,?a
?a  hasStage  IVB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.023602484,0.513513514,0.745098039,38,74,51,?a
?a  hasStage  IVB  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.02173913,0.853658537,0.897435897,35,41,39,?a
?a  hasStage  IVB  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.705882353,0.8,24,34,30,?a
?a  hasAgeCategory  Young  ?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.019875776,0.727272727,0.820512821,32,44,39,?a
?a  hasStage  IVB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.571428571,0.8,20,35,25,?a
?a  hasStage  IV  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ALK_Negative,0.016149068,0.896551724,0.896551724,26,29,29,?a
?a  hasStage  IV  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.02173913,0.714285714,0.777777778,35,49,45,?a
?a  hasStage  IVB  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.013664596,0.956521739,0.956521739,22,23,23,?a
?a  hasStage  IVB  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.023602484,0.520547945,0.745098039,38,73,51,?a
?a  hasStage  IV  ?a  treatmentType  Surgery   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.465116279,0.625,20,43,32,?a
?a  hasStage  IV  ?a  patientDrug  Nivolumab   ,?a  hasBiomarker  ALK_Negative,0.019875776,0.744186047,0.8,32,43,40,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.043478261,0.786516854,0.786516854,70,89,89,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.034782609,0.965517241,0.965517241,56,58,58,?a
?a  hasGender  Male  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.036024845,0.333333333,0.763157895,58,174,76,?a
?a  hasStage  IIIA  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.026086957,0.512195122,0.777777778,42,82,54,?a
?a  hasStage  IIIA  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.011801242,0.59375,0.76,19,32,25,?a
?a  hasStage  IIIA  ?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  ALK_Negative,0.02173913,0.384615385,0.744680851,35,91,47,?a
?a  hasStage  IIIA  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasBiomarker  ALK_Negative,0.01863354,0.454545455,0.731707317,30,66,41,?a
?a  hasStage  IIIA  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ALK_Negative,0.013043478,0.355932203,0.724137931,21,59,29,?a
?a  hasAgeCategory  Old  ?a  hasStage  IIIA   ,?a  hasBiomarker  ALK_Negative,0.036645963,0.324175824,0.7375,59,182,80,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.014906832,0.52173913,0.774193548,24,46,31,?a
?a  hasStage  IIIA  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.022981366,0.305785124,0.725490196,37,121,51,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  ALK_Negative,0.106832298,0.955555556,0.955555556,172,180,180,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.041614907,0.797619048,0.797619048,67,84,84,?a
?a  hasAgeCategory  Old  ?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  ALK_Negative,0.10310559,0.948571429,0.948571429,166,175,175,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.034161491,0.982142857,0.982142857,55,56,56,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.026086957,0.442105263,0.75,42,95,56,?a
?a  hasGender  Male  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.036024845,0.339181287,0.828571429,58,171,70,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.016149068,0.464285714,0.8125,26,56,32,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.029813665,0.48,0.75,48,100,64,?a
?a  treatmentType  Neoadjuvant_Chemotherapy  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.014285714,0.5,0.821428571,23,46,28,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  ALK_Negative,0.030434783,0.300613497,0.742424242,49,163,66,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ALK_Negative,0.025465839,0.953488372,0.953488372,41,43,43,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasBiomarker  ALK_Negative,0.022981366,1,1,37,37,37,?a
?a  hasAgeCategory  Old  ?a  hasBiomarker  EGFR_Negative   ,?a  hasBiomarker  ALK_Negative,0.142857143,0.804195804,0.804195804,230,286,286,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Cisplatin   ,?a  hasBiomarker  ALK_Negative,0.044099379,0.946666667,0.946666667,71,75,75,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  ALK_Negative,0.050310559,0.964285714,0.964285714,81,84,84,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  ALK_Negative,0.057763975,0.948979592,0.948979592,93,98,98,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.026708075,0.796296296,0.796296296,43,54,54,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  ALK_Negative,0.040372671,0.955882353,0.955882353,65,68,68,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  ALK_Negative,0.027950311,0.818181818,0.818181818,45,55,55,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  ALK_Negative,0.072049689,0.950819672,0.950819672,116,122,122,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ALK_Negative,0.026086957,0.976744186,0.976744186,42,43,43,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasGender  Male   ,?a  hasBiomarker  ALK_Negative,0.148447205,0.815699659,0.815699659,239,293,293,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.02484472,0.975609756,0.975609756,40,41,41,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.041614907,0.817073171,0.817073171,67,82,82,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.073913043,0.944444444,0.944444444,119,126,126,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  ALK_Negative,0.062111801,0.869565217,0.869565217,100,115,115,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Docetaxel   ,?a  hasBiomarker  ALK_Negative,0.038509317,0.861111111,0.861111111,62,72,72,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  ALK_Negative,0.027950311,0.918367347,0.918367347,45,49,49,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Nivolumab   ,?a  hasBiomarker  ALK_Negative,0.036645963,0.880597015,0.880597015,59,67,67,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.010559006,0.607142857,0.85,17,28,20,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.018012422,0.547169811,0.725,29,53,40,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Carboplatin   ,?a  hasBiomarker  ALK_Negative,0.10310559,0.81372549,0.81372549,166,204,204,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.030434783,0.340277778,0.720588235,49,144,68,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.016149068,0.619047619,0.787878788,26,42,33,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ALK_Negative,0.020496894,0.6,0.717391304,33,55,46,?a
?a  patientDrug  Docetaxel  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  ALK_Negative,0.010559006,0.772727273,0.80952381,17,22,21,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  ALK_Negative,0.01242236,0.384615385,0.714285714,20,52,28,?a
